id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
scaffold23623-10347	4	7.185e-01	6.987e+00	4.145e+00	9.187e-02	5.188e-01	2.935e-01	5.965e+01	3.733e+01	5.473e+00	3.582e+00
scaffold23642-2005	4	7.996e-01	1.429e+00	2.590e+00	5.811e-01	5.329e-01	2.923e-01	2.727e+01	2.977e+01	6.061e+00	2.815e+00
scaffold23643-3927	4	6.654e-01	2.672e+00	3.736e+00	4.745e-01	4.888e-01	2.882e-01	6.827e+01	3.716e+01	7.083e+00	4.038e+00
scaffold23644-14977	4	8.016e-01	6.605e+00	3.593e+00	6.602e-02	5.075e-01	2.818e-01	3.169e+01	3.142e+01	3.071e+00	2.883e+00
scaffold23644-18922	4	7.797e-01	6.190e+00	3.763e+00	9.998e-02	5.316e-01	2.851e-01	4.511e+01	3.666e+01	5.895e+00	3.229e+00
scaffold23647-28903	4	7.745e-01	2.212e+00	2.717e+00	4.155e-01	5.258e-01	2.847e-01	4.467e+01	3.572e+01	5.691e+00	3.560e+00
scaffold23647-28911	4	7.860e-01	-1.630e-02	1.778e+00	9.927e-01	5.239e-01	2.843e-01	3.314e+01	3.527e+01	8.186e+00	3.575e+00
scaffold236507-9864	4	7.497e-01	2.374e+00	3.197e+00	4.577e-01	5.189e-01	2.872e-01	5.126e+01	3.618e+01	7.834e+00	3.649e+00
scaffold236507-9992	4	7.643e-01	-1.118e-01	2.551e+00	9.650e-01	5.204e-01	2.827e-01	4.013e+01	3.444e+01	1.028e+01	3.969e+00
scaffold23748-4862	4	7.185e-01	3.811e+00	3.337e+00	2.535e-01	5.224e-01	2.865e-01	5.915e+01	3.765e+01	5.278e+00	3.510e+00
scaffold237557-16256	4	8.061e-01	2.467e+00	2.348e+00	2.934e-01	5.544e-01	2.837e-01	2.614e+01	3.027e+01	3.322e+00	2.746e+00
scaffold2377-22413	4	7.085e-01	3.146e+00	3.297e+00	3.400e-01	5.239e-01	2.831e-01	6.139e+01	3.497e+01	5.083e+00	3.601e+00
scaffold2377-22513	4	7.883e-01	6.207e+00	3.913e+00	1.127e-01	5.301e-01	2.851e-01	3.995e+01	3.210e+01	2.988e+00	3.025e+00
scaffold2377-22595	4	7.842e-01	5.486e+00	3.454e+00	1.122e-01	5.135e-01	2.813e-01	4.542e+01	3.412e+01	3.745e+00	3.279e+00
scaffold2377-22607	4	7.816e-01	4.421e+00	3.041e+00	1.460e-01	5.286e-01	2.870e-01	4.473e+01	3.436e+01	3.804e+00	3.209e+00
scaffold23837-14513	4	7.955e-01	9.458e-01	3.157e+00	7.645e-01	5.180e-01	2.801e-01	2.893e+01	3.131e+01	7.567e+00	3.580e+00
scaffold23844-11037	4	7.928e-01	7.088e+00	3.893e+00	6.861e-02	5.355e-01	2.839e-01	3.161e+01	3.190e+01	3.054e+00	2.990e+00
scaffold23931-10863	4	7.506e-01	3.471e+00	2.984e+00	2.447e-01	5.205e-01	2.888e-01	5.281e+01	3.606e+01	3.492e+00	3.708e+00
scaffold23931-10874	4	7.082e-01	4.403e+00	3.419e+00	1.979e-01	5.277e-01	2.853e-01	6.419e+01	3.694e+01	5.049e+00	3.650e+00
scaffold239490-3018	4	7.384e-01	2.321e+00	3.120e+00	4.569e-01	5.155e-01	2.893e-01	4.841e+01	3.759e+01	6.063e+00	4.105e+00
scaffold239490-3107	4	7.914e-01	9.159e-01	1.748e+00	6.004e-01	5.227e-01	2.877e-01	2.501e+01	3.022e+01	5.381e+00	2.605e+00
scaffold239490-3109	4	8.083e-01	4.522e+00	3.233e+00	1.620e-01	5.355e-01	2.888e-01	2.862e+01	3.082e+01	4.073e+00	3.003e+00
scaffold239762-129	4	7.847e-01	3.692e+00	3.271e+00	2.590e-01	5.218e-01	2.816e-01	4.391e+01	3.482e+01	3.560e+00	3.122e+00
scaffold239762-135	4	7.731e-01	8.719e+00	4.327e+00	4.389e-02	5.251e-01	2.821e-01	4.175e+01	3.439e+01	3.330e+00	3.105e+00
scaffold239762-141	4	7.680e-01	3.649e+00	3.016e+00	2.263e-01	5.200e-01	2.845e-01	4.421e+01	3.401e+01	3.397e+00	3.199e+00
scaffold239762-188	4	7.656e-01	5.069e+00	3.398e+00	1.357e-01	5.133e-01	2.897e-01	4.837e+01	3.541e+01	4.011e+00	3.402e+00
scaffold23997-3887	4	7.709e-01	4.743e+00	3.671e+00	1.964e-01	5.230e-01	2.772e-01	4.468e+01	3.424e+01	4.217e+00	3.225e+00
scaffold24066-8053	4	7.504e-01	2.733e+00	3.574e+00	4.445e-01	5.268e-01	2.895e-01	5.045e+01	3.391e+01	5.462e+00	3.302e+00
scaffold24068-14152	4	6.416e-01	4.752e+00	3.540e+00	1.795e-01	5.067e-01	2.805e-01	7.408e+01	3.559e+01	4.204e+00	4.027e+00
scaffold24079-5318	4	7.504e-01	2.406e+00	2.701e+00	3.732e-01	5.095e-01	2.771e-01	4.965e+01	3.613e+01	4.171e+00	3.287e+00
scaffold24079-5339	4	7.663e-01	2.937e+00	2.819e+00	2.976e-01	5.207e-01	2.916e-01	4.729e+01	3.476e+01	4.277e+00	3.424e+00
scaffold24079-6771	4	7.965e-01	2.214e+00	2.468e+00	3.697e-01	5.408e-01	2.868e-01	2.770e+01	3.094e+01	3.594e+00	2.877e+00
scaffold24079-6775	4	7.845e-01	4.808e+00	3.893e+00	2.169e-01	5.392e-01	2.834e-01	3.631e+01	3.519e+01	4.906e+00	3.205e+00
scaffold24080-17138	4	7.878e-01	3.190e+00	2.701e+00	2.376e-01	5.465e-01	2.836e-01	3.871e+01	3.294e+01	3.165e+00	3.124e+00
scaffold24087-9403	4	7.785e-01	-1.210e-01	2.094e+00	9.539e-01	5.294e-01	2.884e-01	3.342e+01	3.296e+01	8.333e+00	3.491e+00
scaffold240906-9423	4	7.246e-01	4.109e+00	2.950e+00	1.637e-01	4.916e-01	2.873e-01	5.679e+01	3.614e+01	4.706e+00	3.436e+00
scaffold240936-5858	4	8.015e-01	2.187e-01	1.647e+00	8.944e-01	5.398e-01	2.849e-01	2.222e+01	2.844e+01	4.959e+00	2.603e+00
scaffold2410-11838	4	7.907e-01	-5.132e+00	4.120e+00	2.129e-01	5.375e-01	2.953e-01	3.516e+01	3.291e+01	8.497e+00	3.489e+00
scaffold24135-7973	4	8.015e-01	2.569e+00	2.387e+00	2.819e-01	5.227e-01	2.866e-01	3.118e+01	3.101e+01	4.115e+00	2.781e+00
scaffold2414-10383	4	7.912e-01	-9.024e-01	3.668e+00	8.057e-01	5.317e-01	2.832e-01	2.175e+01	2.547e+01	7.813e+00	3.186e+00
scaffold2414-10406	4	7.855e-01	5.615e+00	3.426e+00	1.012e-01	5.455e-01	2.838e-01	4.067e+01	3.577e+01	3.915e+00	3.229e+00
scaffold241633-9715	4	7.808e-01	3.964e+00	3.106e+00	2.019e-01	5.267e-01	2.822e-01	3.369e+01	3.332e+01	4.577e+00	3.181e+00
scaffold24177-7390	4	7.752e-01	9.185e-01	2.548e+00	7.185e-01	5.312e-01	2.802e-01	4.187e+01	3.726e+01	7.949e+00	3.454e+00
scaffold24255-12382	4	7.265e-01	5.447e+00	3.718e+00	1.429e-01	5.053e-01	2.800e-01	5.860e+01	3.565e+01	5.638e+00	3.493e+00
scaffold24270-15708	4	6.983e-01	2.396e+00	3.151e+00	4.470e-01	5.249e-01	2.863e-01	5.964e+01	3.922e+01	5.446e+00	4.198e+00
scaffold24270-15785	4	7.670e-01	5.249e+00	3.578e+00	1.423e-01	5.240e-01	2.788e-01	4.418e+01	3.327e+01	4.274e+00	3.009e+00
scaffold24298-15080	4	7.672e-01	5.612e+00	4.020e+00	1.627e-01	5.244e-01	2.863e-01	4.425e+01	3.453e+01	3.823e+00	3.312e+00
scaffold24298-15087	4	7.302e-01	3.699e+00	3.291e+00	2.611e-01	4.997e-01	2.864e-01	5.502e+01	3.632e+01	4.898e+00	3.700e+00
scaffold24298-15134	4	7.634e-01	3.724e+00	3.448e+00	2.802e-01	5.153e-01	2.814e-01	4.860e+01	3.503e+01	4.164e+00	3.304e+00
scaffold24298-15141	4	7.429e-01	5.897e+00	4.157e+00	1.561e-01	5.101e-01	2.836e-01	5.331e+01	3.467e+01	5.145e+00	3.505e+00
scaffold243005-10900	4	8.100e-01	3.693e+00	2.786e+00	1.850e-01	5.403e-01	2.822e-01	2.269e+01	2.963e+01	3.448e+00	2.862e+00
scaffold243005-10954	4	8.023e-01	3.252e-01	2.289e+00	8.870e-01	5.436e-01	2.765e-01	2.852e+01	3.175e+01	6.539e+00	3.092e+00
scaffold24310-7153	4	7.751e-01	2.015e-01	3.028e+00	9.469e-01	5.443e-01	2.981e-01	4.279e+01	3.641e+01	9.990e+00	3.857e+00
scaffold24327-14363	4	7.744e-01	2.280e+00	2.988e+00	4.454e-01	5.259e-01	2.878e-01	4.354e+01	3.410e+01	5.530e+00	3.292e+00
scaffold24327-19150	4	7.953e-01	3.188e+00	3.272e+00	3.299e-01	5.317e-01	2.861e-01	3.482e+01	3.299e+01	5.572e+00	3.032e+00
scaffold24327-19242	4	7.970e-01	5.138e-01	1.959e+00	7.931e-01	5.541e-01	2.869e-01	2.567e+01	3.042e+01	7.266e+00	2.979e+00
scaffold24343-8538	4	6.840e-01	2.671e+00	3.048e+00	3.809e-01	5.033e-01	2.845e-01	6.793e+01	3.667e+01	6.606e+00	3.591e+00
scaffold2435-22428	4	7.986e-01	4.265e+00	2.836e+00	1.326e-01	5.328e-01	2.923e-01	3.104e+01	3.440e+01	3.756e+00	2.930e+00
scaffold2435-26354	4	7.367e-01	4.654e+00	3.324e+00	1.615e-01	5.018e-01	2.851e-01	5.382e+01	3.987e+01	6.640e+00	4.393e+00
scaffold2435-26401	4	8.112e-01	3.865e+00	2.861e+00	1.767e-01	5.433e-01	2.782e-01	2.831e+01	3.224e+01	3.270e+00	2.676e+00
scaffold243866-8237	4	7.930e-01	3.800e+00	2.784e+00	1.723e-01	5.259e-01	2.866e-01	3.533e+01	3.439e+01	3.525e+00	3.108e+00
scaffold243866-8264	4	7.303e-01	3.611e+00	3.817e+00	3.442e-01	5.070e-01	2.905e-01	5.633e+01	3.575e+01	5.629e+00	3.727e+00
scaffold243866-8274	4	7.981e-01	4.605e+00	3.104e+00	1.380e-01	5.464e-01	2.897e-01	3.184e+01	3.258e+01	2.766e+00	2.850e+00
scaffold243866-8320	4	8.032e-01	-1.241e+00	1.941e+00	5.225e-01	5.389e-01	2.852e-01	2.646e+01	3.298e+01	7.531e+00	3.021e+00
scaffold243866-8330	4	7.832e-01	-1.810e+00	2.803e+00	5.185e-01	5.446e-01	2.847e-01	3.625e+01	3.410e+01	8.115e+00	3.411e+00
scaffold243866-8338	4	8.052e-01	1.609e+00	2.155e+00	4.552e-01	5.486e-01	2.905e-01	2.611e+01	2.826e+01	5.032e+00	2.686e+00
scaffold243866-8354	4	8.050e-01	1.396e+00	1.853e+00	4.512e-01	5.401e-01	2.824e-01	1.951e+01	2.658e+01	3.858e+00	2.519e+00
scaffold24390-4725	4	8.030e-01	4.022e+00	2.855e+00	1.589e-01	5.186e-01	2.883e-01	3.253e+01	3.118e+01	4.074e+00	3.087e+00
scaffold24390-4758	4	7.616e-01	5.371e+00	3.734e+00	1.503e-01	5.208e-01	2.832e-01	4.686e+01	3.563e+01	4.714e+00	3.341e+00
scaffold24390-9744	4	8.029e-01	3.193e+00	2.506e+00	2.027e-01	5.417e-01	2.881e-01	2.921e+01	3.068e+01	2.741e+00	2.741e+00
scaffold24390-9932	4	8.120e-01	2.253e+00	2.085e+00	2.799e-01	5.359e-01	2.843e-01	2.484e+01	2.821e+01	4.103e+00	2.723e+00
scaffold24390-9998	4	7.998e-01	7.915e+00	3.946e+00	4.486e-02	5.271e-01	2.928e-01	3.135e+01	3.228e+01	4.324e+00	2.943e+00
scaffold24390-10065	4	8.000e-01	4.799e+00	3.260e+00	1.410e-01	5.233e-01	2.831e-01	3.754e+01	3.333e+01	4.251e+00	3.037e+00
scaffold2441-7751	4	7.488e-01	2.741e+00	2.507e+00	2.743e-01	5.149e-01	2.820e-01	5.307e+01	3.612e+01	4.314e+00	3.546e+00
scaffold244275-17641	4	7.904e-01	2.390e+00	2.763e+00	3.870e-01	5.293e-01	2.841e-01	2.992e+01	3.110e+01	5.600e+00	2.924e+00
scaffold244275-18882	4	7.535e-01	8.125e-01	2.438e+00	7.389e-01	5.204e-01	2.842e-01	4.288e+01	3.715e+01	7.911e+00	3.701e+00
scaffold244275-18896	4	7.928e-01	1.932e-01	2.189e+00	9.296e-01	5.308e-01	2.797e-01	2.185e+01	2.703e+01	6.334e+00	3.143e+00
scaffold244275-18941	4	7.668e-01	1.137e+00	2.348e+00	6.282e-01	5.273e-01	2.841e-01	4.155e+01	3.414e+01	5.154e+00	3.213e+00
scaffold244275-18949	4	7.736e-01	1.731e+00	3.984e+00	6.640e-01	5.338e-01	2.824e-01	3.985e+01	3.413e+01	7.424e+00	3.585e+00
scaffold244275-18992	4	7.954e-01	5.949e+00	3.627e+00	1.010e-01	5.395e-01	2.821e-01	2.610e+01	2.875e+01	3.509e+00	2.867e+00
scaffold244275-19785	4	7.973e-01	1.654e+00	2.012e+00	4.112e-01	5.381e-01	2.797e-01	2.804e+01	2.960e+01	4.523e+00	2.784e+00
scaffold244275-19815	4	7.773e-01	1.019e+00	2.210e+00	6.449e-01	5.260e-01	2.905e-01	3.716e+01	3.592e+01	6.618e+00	3.218e+00
scaffold244275-19819	4	7.357e-01	1.834e+00	2.759e+00	5.063e-01	5.230e-01	2.860e-01	4.772e+01	3.888e+01	5.453e+00	3.833e+00
scaffold244275-19832	4	7.985e-01	-1.273e-01	1.733e+00	9.414e-01	5.430e-01	2.775e-01	2.534e+01	2.987e+01	7.190e+00	2.914e+00
scaffold244275-19839	4	7.969e-01	-9.508e-01	2.733e+00	7.279e-01	5.583e-01	2.848e-01	3.188e+01	3.273e+01	7.536e+00	3.140e+00
scaffold244275-19842	4	7.128e-01	1.936e+00	3.027e+00	5.225e-01	4.975e-01	2.865e-01	6.130e+01	3.966e+01	8.414e+00	3.693e+00
scaffold24430-12215	4	7.345e-01	6.706e+00	4.110e+00	1.028e-01	5.203e-01	2.909e-01	5.595e+01	3.605e+01	5.441e+00	3.647e+00
scaffold24435-11141	4	8.151e-01	1.301e+00	1.730e+00	4.520e-01	5.327e-01	2.848e-01	2.232e+01	2.771e+01	4.722e+00	2.828e+00
scaffold24435-16229	4	8.060e-01	2.973e+00	2.451e+00	2.250e-01	5.236e-01	2.903e-01	2.651e+01	3.047e+01	3.811e+00	2.848e+00
scaffold244434-6489	4	7.834e-01	-3.051e-01	1.723e+00	8.595e-01	5.207e-01	2.907e-01	2.676e+01	3.066e+01	7.614e+00	3.430e+00
scaffold244434-6669	4	8.051e-01	1.095e+00	1.900e+00	5.643e-01	5.424e-01	2.824e-01	2.289e+01	2.889e+01	3.873e+00	2.828e+00
scaffold244478-9815	4	7.936e-01	2.434e+00	2.538e+00	3.374e-01	5.414e-01	2.778e-01	3.375e+01	3.510e+01	4.299e+00	3.068e+00
scaffold2445-1048	4	6.162e-01	6.671e+00	4.105e+00	1.041e-01	4.895e-01	2.892e-01	7.682e+01	3.793e+01	5.497e+00	5.049e+00
scaffold24458-8765	4	7.307e-01	4.057e+00	3.553e+00	2.534e-01	5.268e-01	2.876e-01	5.632e+01	3.569e+01	4.872e+00	3.568e+00
scaffold24458-8806	4	7.291e-01	2.270e+00	3.000e+00	4.492e-01	5.118e-01	2.787e-01	5.603e+01	3.621e+01	4.355e+00	3.570e+00
scaffold24464-3264	4	7.279e-01	2.396e+00	3.212e+00	4.558e-01	5.236e-01	2.908e-01	5.575e+01	3.570e+01	5.586e+00	3.403e+00
scaffold24464-5385	4	6.691e-01	2.926e+00	3.406e+00	3.902e-01	5.103e-01	2.872e-01	6.820e+01	3.605e+01	6.068e+00	3.461e+00
scaffold24464-7519	4	7.923e-01	-4.056e-01	2.404e+00	8.660e-01	5.492e-01	2.850e-01	2.808e+01	3.276e+01	9.224e+00	3.148e+00
scaffold24464-7528	4	8.065e-01	6.623e-01	1.753e+00	7.055e-01	5.539e-01	2.838e-01	2.066e+01	2.659e+01	3.595e+00	2.423e+00
scaffold24464-7581	4	7.673e-01	3.450e+00	2.898e+00	2.339e-01	5.282e-01	2.882e-01	4.015e+01	3.605e+01	4.833e+00	3.316e+00
scaffold24464-7936	4	7.782e-01	2.240e+00	2.432e+00	3.571e-01	5.263e-01	2.906e-01	4.034e+01	3.308e+01	3.862e+00	3.260e+00
scaffold24475-13580	4	7.549e-01	4.010e+00	3.617e+00	2.675e-01	5.179e-01	2.811e-01	4.718e+01	3.525e+01	4.892e+00	3.427e+00
scaffold24475-13663	4	7.982e-01	5.564e+00	3.633e+00	1.256e-01	5.373e-01	2.812e-01	2.872e+01	3.235e+01	3.365e+00	3.097e+00
scaffold24480-15209	4	7.640e-01	2.645e+00	2.705e+00	3.282e-01	5.425e-01	2.808e-01	4.364e+01	3.510e+01	4.581e+00	3.185e+00
scaffold24480-15279	4	7.573e-01	5.955e+00	4.041e+00	1.406e-01	5.222e-01	2.827e-01	4.828e+01	3.528e+01	5.487e+00	3.257e+00
scaffold24480-15300	4	7.844e-01	5.811e+00	4.041e+00	1.505e-01	5.264e-01	2.873e-01	3.652e+01	3.412e+01	3.714e+00	3.250e+00
scaffold24480-17991	4	7.848e-01	1.641e+00	2.004e+00	4.128e-01	5.344e-01	2.847e-01	3.625e+01	3.506e+01	7.025e+00	3.580e+00
scaffold245125-7663	4	7.370e-01	4.079e+00	3.589e+00	2.558e-01	5.209e-01	2.816e-01	5.212e+01	3.721e+01	4.412e+00	3.923e+00
scaffold24515-5706	4	7.535e-01	4.069e+00	3.108e+00	1.905e-01	5.118e-01	2.901e-01	5.512e+01	3.630e+01	5.647e+00	3.404e+00
scaffold24515-5722	4	7.759e-01	4.742e+00	3.194e+00	1.376e-01	5.340e-01	2.837e-01	4.292e+01	3.482e+01	5.482e+00	3.267e+00
scaffold24515-5727	4	8.022e-01	1.150e+00	1.803e+00	5.236e-01	5.295e-01	2.881e-01	2.517e+01	2.902e+01	4.563e+00	2.732e+00
scaffold24515-5761	4	7.985e-01	2.414e+00	2.361e+00	3.065e-01	5.263e-01	2.862e-01	2.672e+01	3.014e+01	4.115e+00	2.703e+00
scaffold24515-5780	4	7.087e-01	2.187e+00	2.920e+00	4.539e-01	5.098e-01	2.805e-01	5.840e+01	4.046e+01	6.848e+00	3.960e+00
scaffold245336-11393	4	7.375e-01	2.492e+00	3.403e+00	4.640e-01	5.284e-01	2.836e-01	5.063e+01	3.639e+01	6.375e+00	3.554e+00
scaffold24538-14507	4	7.263e-01	-1.760e+00	2.610e+00	5.001e-01	5.232e-01	2.829e-01	5.244e+01	3.877e+01	9.180e+00	3.319e+00
scaffold24555-3691	4	7.665e-01	1.123e+00	4.021e+00	7.800e-01	5.220e-01	2.849e-01	4.622e+01	3.636e+01	9.246e+00	3.971e+00
scaffold245942-14815	4	7.750e-01	5.192e+00	3.341e+00	1.202e-01	5.460e-01	2.879e-01	3.748e+01	3.370e+01	4.492e+00	3.238e+00
scaffold24609-12974	4	8.024e-01	3.330e+00	2.829e+00	2.393e-01	5.463e-01	2.801e-01	3.335e+01	3.365e+01	3.524e+00	3.140e+00
scaffold24609-17719	4	7.907e-01	5.928e+00	3.604e+00	9.999e-02	5.231e-01	2.842e-01	3.673e+01	3.307e+01	5.077e+00	3.457e+00
scaffold24609-17826	4	7.969e-01	2.794e+00	2.617e+00	2.858e-01	5.324e-01	2.835e-01	3.161e+01	3.199e+01	4.589e+00	2.922e+00
scaffold24609-17936	4	7.966e-01	5.416e+00	3.548e+00	1.269e-01	5.069e-01	2.872e-01	3.445e+01	3.147e+01	4.007e+00	3.152e+00
scaffold24609-17965	4	8.051e-01	2.175e+00	2.144e+00	3.104e-01	5.446e-01	2.918e-01	2.306e+01	2.874e+01	3.290e+00	2.631e+00
scaffold24610-15184	4	7.965e-01	5.202e+00	3.324e+00	1.175e-01	5.493e-01	2.836e-01	3.659e+01	3.293e+01	2.860e+00	3.027e+00
scaffold24610-15191	4	7.098e-01	2.251e+00	3.437e+00	5.125e-01	5.130e-01	2.812e-01	5.936e+01	3.714e+01	5.355e+00	3.675e+00
scaffold24610-15197	4	7.652e-01	6.380e+00	3.841e+00	9.670e-02	5.251e-01	2.841e-01	4.520e+01	3.438e+01	3.734e+00	3.389e+00
scaffold24612-6172	4	8.067e-01	-2.823e+00	2.996e+00	3.460e-01	5.347e-01	2.823e-01	2.544e+01	3.054e+01	9.804e+00	2.905e+00
scaffold24612-6210	4	7.874e-01	-4.777e-01	2.625e+00	8.556e-01	5.230e-01	2.792e-01	3.019e+01	3.145e+01	8.967e+00	3.506e+00
scaffold24614-14538	4	7.740e-01	6.336e+00	3.983e+00	1.117e-01	5.295e-01	2.893e-01	4.665e+01	3.453e+01	2.754e+00	3.224e+00
scaffold246370-2339	4	7.561e-01	7.182e+00	4.326e+00	9.682e-02	5.195e-01	2.801e-01	5.202e+01	3.472e+01	4.849e+00	3.392e+00
scaffold24685-2347	4	7.558e-01	3.509e+00	3.478e+00	3.130e-01	5.220e-01	2.826e-01	5.451e+01	3.606e+01	5.463e+00	3.604e+00
scaffold24687-10895	4	7.121e-01	5.387e+00	3.994e+00	1.774e-01	5.181e-01	2.794e-01	6.135e+01	3.621e+01	5.510e+00	3.661e+00
scaffold24700-14246	4	7.725e-01	-1.016e+00	3.342e+00	7.611e-01	5.339e-01	2.865e-01	3.953e+01	3.438e+01	9.333e+00	3.444e+00
scaffold24700-14250	4	7.906e-01	1.054e+00	2.144e+00	6.229e-01	5.263e-01	2.860e-01	2.966e+01	3.213e+01	6.374e+00	3.322e+00
scaffold24700-14257	4	6.968e-01	2.362e+00	2.989e+00	4.295e-01	4.865e-01	2.839e-01	6.130e+01	3.888e+01	7.904e+00	4.159e+00
scaffold24700-14297	4	7.953e-01	3.440e+00	2.760e+00	2.127e-01	5.223e-01	2.874e-01	2.797e+01	3.009e+01	4.515e+00	2.822e+00
scaffold24700-14303	4	7.185e-01	4.451e+00	3.122e+00	1.539e-01	5.263e-01	2.786e-01	5.853e+01	3.589e+01	7.545e+00	3.691e+00
scaffold24700-14306	4	7.914e-01	1.455e-01	1.838e+00	9.369e-01	5.435e-01	2.832e-01	2.548e+01	2.949e+01	6.511e+00	2.882e+00
scaffold247119-13946	4	7.645e-01	3.614e+00	3.127e+00	2.478e-01	5.335e-01	2.911e-01	4.493e+01	3.307e+01	3.925e+00	3.162e+00
scaffold247119-14183	4	7.576e-01	5.572e+00	3.699e+00	1.320e-01	5.231e-01	2.830e-01	4.909e+01	3.441e+01	3.991e+00	3.304e+00
scaffold24714-6087	4	8.006e-01	3.443e+00	2.796e+00	2.182e-01	5.404e-01	2.813e-01	2.880e+01	3.254e+01	3.523e+00	2.894e+00
scaffold247232-3637	4	8.128e-01	-6.072e-01	1.836e+00	7.408e-01	5.363e-01	2.804e-01	1.843e+01	2.678e+01	6.316e+00	2.734e+00
scaffold247245-5209	4	8.015e-01	3.314e-01	2.412e+00	8.907e-01	5.333e-01	2.900e-01	2.206e+01	2.789e+01	6.839e+00	2.600e+00
scaffold24733-8152	4	7.695e-01	3.032e+00	3.201e+00	3.435e-01	5.243e-01	2.905e-01	4.422e+01	3.639e+01	7.104e+00	3.385e+00
scaffold24742-2696	4	7.935e-01	-1.323e+00	3.247e+00	6.837e-01	5.152e-01	2.937e-01	2.904e+01	3.184e+01	7.233e+00	3.502e+00
scaffold24757-2395	4	7.784e-01	2.807e+00	2.673e+00	2.937e-01	5.291e-01	2.907e-01	3.664e+01	3.391e+01	5.361e+00	3.203e+00
scaffold247834-677	4	7.868e-01	1.080e+00	2.946e+00	7.139e-01	5.136e-01	2.915e-01	3.176e+01	3.257e+01	1.252e+01	4.140e+00
scaffold247834-764	4	8.025e-01	6.264e-01	2.459e+00	7.989e-01	5.397e-01	2.859e-01	2.409e+01	2.926e+01	5.878e+00	2.739e+00
scaffold24810-1755	4	7.929e-01	-1.472e+00	2.912e+00	6.132e-01	5.465e-01	2.917e-01	3.253e+01	3.278e+01	6.656e+00	2.973e+00
scaffold248110-253	4	7.759e-01	1.649e+00	2.036e+00	4.178e-01	5.246e-01	2.904e-01	4.238e+01	3.551e+01	4.305e+00	3.232e+00
scaffold24814-3095	4	7.650e-01	2.780e+00	2.860e+00	3.310e-01	5.299e-01	2.878e-01	5.072e+01	3.517e+01	4.869e+00	3.310e+00
scaffold24814-3189	4	7.040e-01	7.049e+00	4.025e+00	7.990e-02	5.132e-01	2.821e-01	6.355e+01	3.582e+01	6.404e+00	3.688e+00
scaffold24814-9134	4	7.782e-01	-5.467e-02	2.395e+00	9.818e-01	5.247e-01	2.889e-01	3.520e+01	3.478e+01	8.590e+00	3.348e+00
scaffold24842-448	4	8.028e-01	2.911e+00	2.761e+00	2.917e-01	5.387e-01	2.802e-01	3.104e+01	3.188e+01	4.244e+00	2.957e+00
scaffold24842-6748	4	7.916e-01	7.768e+00	4.249e+00	6.751e-02	5.211e-01	2.897e-01	4.159e+01	3.439e+01	4.985e+00	3.232e+00
scaffold24842-6806	4	7.895e-01	3.028e+00	2.767e+00	2.739e-01	5.309e-01	2.864e-01	3.355e+01	3.266e+01	4.287e+00	2.891e+00
scaffold24842-6864	4	7.993e-01	5.006e+00	3.128e+00	1.095e-01	5.326e-01	2.857e-01	3.211e+01	3.178e+01	3.942e+00	2.846e+00
scaffold24842-6902	4	7.969e-01	6.232e+00	3.409e+00	6.755e-02	5.287e-01	2.838e-01	3.845e+01	3.268e+01	4.432e+00	3.001e+00
scaffold24842-6906	4	7.939e-01	5.852e+00	3.411e+00	8.621e-02	5.234e-01	2.759e-01	3.480e+01	3.352e+01	4.188e+00	2.866e+00
scaffold2487-6531	4	7.788e-01	3.180e+00	3.060e+00	2.987e-01	5.367e-01	2.899e-01	4.307e+01	3.421e+01	4.026e+00	3.093e+00
scaffold2487-6647	4	6.756e-01	1.589e+00	2.907e+00	5.846e-01	5.061e-01	2.749e-01	7.031e+01	3.542e+01	6.473e+00	3.936e+00
scaffold24894-20917	4	7.555e-01	2.570e+00	3.175e+00	4.182e-01	5.138e-01	2.789e-01	4.943e+01	3.594e+01	3.999e+00	3.412e+00
scaffold24898-1493	4	7.722e-01	6.314e+00	3.726e+00	9.015e-02	5.409e-01	2.829e-01	4.169e+01	3.431e+01	3.645e+00	3.050e+00
scaffold24898-1526	4	7.924e-01	3.248e+00	2.646e+00	2.197e-01	5.178e-01	2.842e-01	3.660e+01	3.316e+01	3.826e+00	3.075e+00
scaffold24898-1535	4	7.565e-01	4.606e+00	3.173e+00	1.466e-01	5.308e-01	2.861e-01	4.182e+01	4.015e+01	3.946e+00	3.849e+00
scaffold24915-11352	4	7.905e-01	3.593e+00	3.801e+00	3.444e-01	5.141e-01	2.810e-01	3.536e+01	3.349e+01	4.044e+00	3.083e+00
scaffold24922-12053	4	7.919e-01	4.072e+00	3.269e+00	2.130e-01	5.427e-01	2.908e-01	3.890e+01	3.437e+01	5.040e+00	3.247e+00
scaffold249243-9817	4	7.687e-01	2.193e+00	2.416e+00	3.641e-01	5.291e-01	2.839e-01	3.958e+01	3.491e+01	4.942e+00	3.506e+00
scaffold249243-9836	4	7.919e-01	6.117e+00	3.782e+00	1.058e-01	5.303e-01	2.846e-01	3.343e+01	3.187e+01	3.765e+00	2.889e+00
scaffold24945-8088	4	6.982e-01	3.300e+00	3.408e+00	3.330e-01	5.182e-01	2.892e-01	5.678e+01	3.964e+01	1.146e+01	5.591e+00
